Scene ID,Broader Region,Hierarchical Name,Justification,Supporting Quote,Doubts,Latitude,Longitude
Ch10_Branch_Office,Ankara: Polatlı,Ankara: Polatlı: Şube Binası,"The narrator travels from Ankara Station to the Western Front headquarters during the Battle of Sakarya. Based on the mention of places like Haymana, Toydemir, Katrancı, and İnler, and the description of the headquarters village (historically Alagöz), the setting is located in the Polatlı district of Ankara.","Ankara İstasyonundan gece dokuzda hareket ettim... Bizim şube biraz daha yüksekte, dört köşe tahta bir bina.",The chapter does not explicitly name 'Polatlı' or 'Alagöz Village' but implies the location through geographical markers of the Sakarya front (such as Haymana and Toydemir) and the train trip starting from Ankara Station.,39.58567,32.1417303
Ch10_Drivers_Tent,Ankara: Polatlı,Ankara: Polatlı: Şoförler Çadırı,"The scene takes place in a military campsite during the Battle of Sakarya. The text mentions departing from the Ankara train station ('Ankara İstasyonu'ndan gece dokuzda hareket ettim') and arriving at a headquarters near several frontline villages in the Polatlı/Haymana region, such as İnler, Katrancı, Çambaklı, Toydemir, and Haymana.","Çadırıma komşu olan bir çadır var; şoförlerle meskûn. Bu küçük, çamur evler, namütenahi çadırlar arasında onların çadırı en şahsiyeti olan yerdir.","The text refers to the headquarters' location as a small village with only five or six houses ('bir köycüğe geldik... beş altı evden ibaret') without explicitly naming it. Historically, the Sakarya battle headquarters was in Alagöz or Malıköy (both in Polatlı, Ankara), which aligns with the mentioned surrounding villages.",39.58567,32.1417303
Ch10_Last_Station,Ankara: Polatlı,Ankara: Polatlı: Son İstasyon,"The narrator leaves Ankara Station by train to join the Sakarya front and arrives at 'the last station' (Son İstasyon) before dawn to unload troops and ammunition. Historically, during the Battle of Sakarya, the last operational railway stations serving as military bases were Malıköy and Polatlı. This is further supported by references later in the chapter to nearby front-line locations such as Haymana, İnler, Katrancı, and Çambaklı, which are all situated in the Polatlı and Haymana districts of Ankara.","Ankara İstasyonu'ndan gece dokuzda hareket ettim. Benimle beraber kompartımanda bir zâbit vekili, üç muvazzaf zâbit vardı. Tren askere ceb-hâne götürüyordu... Karargâha son istasyondan iki saat vardı. Sabaha karşı vasıl olduk. En iyi hatırladığım şey mehtabın parlak olması ve bu ışığın içinde hâkî bir insan kitlesinin vagonlardan hayvan ve ceb-hâne indirişi oldu.","The text refers to the location only as 'son istasyon' (the last station) without explicitly naming it. However, given the context of the Sakarya campaign and the train departing from Ankara, it highly correlates with Malıköy or Polatlı stations.",39.58567,32.1417303
Ch10_Opposite_Slope,Ankara: Polatlı,Ankara: Polatlı: Karşıki Yamaç,"The scene takes place during the Sakarya Campaign, at a temporary headquarters described as a small farm of five or six houses. Historically, the Garp Cephesi Karargâhı (Western Front Headquarters) during the Battle of Sakarya was located at Alagöz Çiftliği, which is in the Polatlı district of Ankara. Mention of nearby places like Haymana, Toydemir, and Katrancı confirms this location.","Akşamları karşıki yamaca gidip küçük köye bakıyorum. Karargâhın önünde sinema muzikalarını hatırlatan havalar çalıyor. Sol tarafımızda kızaran bulutlarda derin derin top sesleri gürlüyor, esmer ışıkta İsmet Paşa'nın sakin uzaklara bakan başını görüyorum, bazan Başkumandan da orada.","The text does not explicitly name 'Polatlı' or 'Alagöz'; however, the context of the Sakarya Battle, the train journey from Ankara, and the specific mention of the military headquarters in a small farm settlement make Polatlı the most historically accurate location.",39.58567,32.1417303
Ch10_Supreme_Headquarters,Ankara: Polatlı,Ankara: Polatlı: Alagöz: Başkumandanlık Binası,"The scene describes the Supreme Headquarters (Başkumandanlık) during the Battle of Sakarya. The narrator travels from Ankara by train and reaches a small village/farm that serves as the command center. Historically, the Alagöz Headquarters (Alagöz Karargâhı), where Commander-in-Chief Mustafa Kemal Atatürk stayed and directed the battle, is located in Alagöz Village, Polatlı, Ankara. This location is further verified by the mention of surrounding villages such as İnler, Katrancı, Çambaklı, Üzümbeyli, Haymana, and Toydemir, which are all located in the Polatlı-Haymana area.","Ortası balkonlu basit, iki katlı bir köy evinden geçtik, önündeki iki nöbetçi karargâh flamasının kızıl ziyâsı altında bana Yeniçeri müzesinin iki modeli gibi sabit ve vakur göründüler. ... Karşımdaki biraz yüksek köy binasında Başkumandan varmış. Penceresinden mavimtırak bir ışık parlıyor, ortadan dik kalpaklı gölgeler gelip geçiyor.","The text does not explicitly name 'Polatlı' or the village 'Alagöz', but refers to the headquarters as a small village of 5-6 houses/farm. The geographic identification relies on historical facts of the Battle of Sakarya and the surrounding listed villages (Haymana, Katrancı, İnler, Toydemir).",39.58567,32.1417303
Ch11_Ankara_Station,Ankara: Altındağ,Ankara: Altındağ: Ankara İstasyonu,"The narrator describes departing from Ankara at night, with his cousin's family sending him off at the train station (Ankara İstasyonu), where Sabiha kisses him goodbye. Ankara Station is historically and geographically located in the Altındağ district of Ankara.","Ankara'dan bir gece geç vakit hareket ettim. Amcazademin kızları beni istasyona getirdiler. Bütün aile boynuma sarıldı. Amcazademin küçük kızı Sabiha da istasyonda bir çığlık kopardı, boynuma sarıldı.",None. The province of Ankara and the station setting are explicitly stated in the text.,39.9362064,32.8426798
Ch11_Cousins_House_Ankara,Ankara: Dikmen,Ankara: Dikmen: Cousin's House,"The text states that İhsan goes to Ankara for convalescence leave and stays at his cousin's (a member of parliament) house. During this time, they walk in the fields and vineyards. Later, Cemal mentions seeing them together in the vineyards of Dikmen (Dikmen bağlarında), and a photograph of the cousin's daughter is also taken in Dikmen (Dikmen Bağı'nda), strongly linking the setting of these walks and the house's vicinity to this district.","Anadolu'ya geldiğim günden beri ilk defa olarak izinle Ankara'ya hava tebdiline gidiyordum. Tabiî olarak amcazadem mebusun evine misafir oldum... amcazademin şen, güzel kızlarıyla kırlarda dolaşıyor, tabiî ve genç bir insan oluyordum.","While Ankara is explicitly mentioned as the province of the cousin's house, the exact neighborhood of the residence is not explicitly named. However, the associated walks and photographs occur in Dikmen, indicating the house's proximity to or location in this district.",40.0582241,32.0057462
Ch11_Eskisehir_Hospital,Eskişehir: Merkez,Eskişehir: Merkez: Eskişehir Hastanesi,"The text details İhsan being wounded during the Second Battle of İnönü (near Metris Tepe) and brought to a hospital where Ayşe treats him. Because the hospital is full, he is transferred to 'Madam Tadia'nın oteli' (Madam Tadia's Hotel), a famous historical hotel situated near the railway station in central Eskişehir. The text also notes that Ayşe was in Eskişehir during this time ('O zaman Ayşe Eskişehir'de idi').",Beni hastahanede yer olmadığı için Madam Tadia' nın otelindeki küçük odaya naklettiler.,"The text refers to the hospital and Madam Tadia's Hotel but does not explicitly name the modern municipality/district (such as Tepebaşı or Odunpazarı), though geographically they are located in central Eskişehir.",39.7765193,30.5288805
Ch11_Malli_Station,Ankara: Polatlı,Ankara: Polatlı: Mallı Station,"The narrator is traveling by train westward from Ankara. After passing Sincan Station, the train stops at 'Mallı' (Mallı İstasyonu) before reaching Polatlı. Geographically and historically, Mallı refers to Malıköy Station, which is located within the Polatlı district of Ankara Province.",Mallı'ya kadar nasıl sabrettiğimi bilmiyorum. Mallı'da atladım. Neferi Ayşe'nin kompartımanına gönderdim.,"The text uses the historical/colloquial name 'Mallı' rather than its modern name 'Malıköy', but its position between Sincan and Polatlı along the railway line leaves no doubt about its geographic location in Polatlı, Ankara.",39.58567,32.1417303
Ch11_Metris_Tepe,Bilecik: Bozüyük,Bilecik: Bozüyük: Metris Tepe,"The text describes İhsan recalling the moment he was shot at Metris Tepe during the Second Battle of İnönü. Historically and geographically, Metris Tepe is a highly significant hill located in the Bozüyük district of Bilecik Province.","İkinci İnönü'nde alayın başında başımı kurşunlara uzatarak ölüm bekledim ve göğsümden ölümün yıldırım gibi geçtiğini, Metris Tepe'de duyarak bayıldığım an her şeyin bitmiş olduğunu zannediyordum.",The text explicitly mentions 'Metris Tepe' and 'İkinci İnönü' but does not explicitly mention the province 'Bilecik' or the district 'Bozüyük'; these are identified through historical and geographical knowledge of the Turkish War of Independence.,39.9042599,30.0372781
Ch11_Tatar_Village,Ankara: Polatlı,Ankara: Polatlı: Tatar Köyü,"The scene takes place in a Tatar village where the Corps Headquarters (Kolordu Karargâhı) has relocated. This occurs during the final stages of the Battle of Sakarya, following events in Haymana and Gökçepınar (which is in Polatlı), indicating the village is situated in the Polatlı or Haymana region of Ankara.",Burası bir Tatar köyü idi.,The chapter does not explicitly name the district or province of this specific 'Tatar village'. It is historically and contextually implied to be in the Polatlı/Haymana region of Ankara due to its proximity to the Sakarya battlefield and previously mentioned locations like Gökçepınar and Haymana.,39.58567,32.1417303
Ch11_Village_Road,Ankara: Polatlı,Ankara: Polatlı: Köy Yolu,"The scene takes place in a Tatar village where the Turkish army corps headquarters ('kolordu karargâhı') is positioned during the Sakarya campaign of the Turkish War of Independence, specifically right as the Greek retreat ('Yunanlıların ricati') begins. Geographically, these events and the mentioned military movements occur within the Polatlı and Haymana districts of Ankara.",Burası bir Tatar köyü idi.,"The text refers to the setting only as 'bir Tatar köyü' (a Tatar village) without explicitly naming the exact village or district. While it is highly likely to be in the Polatlı or Haymana districts of Ankara based on the Battle of Sakarya context and the mention of the Greek retreat, the exact village cannot be definitively verified from the text alone.",39.58567,32.1417303
Ch11_Village_Valley,Ankara: Polatlı,Ankara: Polatlı: Köy Yakınındaki Vadi,"The scene takes place at an unnamed Tatar village serving as a military headquarters during the Sakarya Campaign. Based on historical context and geographic references in the chapter (such as the Sakarya River, Gökçepınar, and Haymana), the setting is located in the combat zone of the Western Front, most likely within the Polatlı district of Ankara or the adjacent eastern districts of Eskişehir.",Burası bir Tatar köyü idi. Önlerindeki uzun teraslara kapalı pencerelerden tek tük ışıklar vuruyordu.,"The text does not explicitly name the Tatar village, only describing it as 'a Tatar village' (bir Tatar köyü) where the corps headquarters was established during the military operations. Thus, the exact district (such as Polatlı or Sivrihisar) remains inferred but uncertain.",39.58567,32.1417303
Ch12_Ambulance_Mountain_Road,Ankara: Polatlı,Ankara: Polatlı: Karadağ: Dağ Yolu,"The scene takes place in a medical carriage (sıhhiye arabası) traveling on a road down the slope of Karadağ. The text explicitly links Karadağ to Polatlı, which is a district in Ankara, describing it as a peak rising behind Polatlı.","Dağın eteğinde bir sıhhiye arabası, yoldan gidiyoruz.","The specific mountain road itself is unnamed, but its location is geographically fixed at the foothills of Karadağ within the Polatlı district of Ankara.",39.58567,32.1417303
Ch12_Basri_Village_Room,Ankara: Polatlı,Ankara: Polatlı: Basri Village: Village Room,"The text explicitly mentions that the characters are in a village room in Basri Village ('Basri Köyü'). Geographically and historically, Basri is a village/neighborhood located in the Polatlı district of Ankara Province, which is consistent with the chapter's references to nearby Battle of Sakarya landmarks like Polatlı, Kartaltepe, and Karadağ.","Bir saat sonra Basri Köyü'nde, bir köy odasında Haşmet Bey'le Cemal arasında oturuyordum.","None. The name of the village is explicitly stated, and its geographic context is confirmed by neighboring landmarks mentioned in the chapter (Polatlı, Karadağ, Kartaltepe).",39.58567,32.1417303
Ch12_Ihsans_Tent,Ankara: Polatlı,Ankara: Polatlı: İhsan'ın Çadırı ve Karargâhı,"The chapter details the military operations surrounding the assault on Karadağ during the Battle of Sakarya. It explicitly mentions landmarks such as Polatlı, Kartaltepe, Duatepe, and Basri Köyü, which are all located within the Polatlı district of Ankara. İhsan's tent (his headquarters/camp) is pitched on the ridges overlooking these battlegrounds just before the offensive.","Bizim küçük çadırda bir makine gibi telâşsız ve sert emirler veriyor... Sağı Kartaltepe sırtları, solu Polatlı tepeleri. Menfezin sağındaki küçük tarlayı top ateşi pamuk atar gibi atıyor... Gözlerimiz Polatlı'nın arkasından başı siyah bir ehram gibi yükselen Karadağ'ın tepesinde, oraya gideceğiz ve onu zaptedeceğiz.","The text clearly establishes the general setting within the battlefront of Polatlı, Ankara. However, the exact ridge or precise geographic coordinates of the temporary military camp where İhsan's tent was pitched are described dynamically in a fluid wartime military campaign context rather than as a permanent, settled geographical location.",39.58567,32.1417303
Ch12_Polatli,Ankara: Polatlı,Ankara: Polatlı: Karadağ,"The text explicitly names Polatlı, its surrounding hills (Polatlı tepeleri, Kartaltepe, Duatepe), and Karadağ as the battleground where the regiment is fighting. These are highly specific historical locations associated with the Battle of Sakarya in the Polatlı district of Ankara.","Önümüzdeki hattın sonu Polatlı'nın önündeki küçük menfeze varıyor. Sağı Kartaltepe sırtları, solu Polatlı tepeleri.",No doubts. The geographical landmarks mentioned are precise and historically accurate to the Polatlı district of Ankara.,39.58567,32.1417303
Ch12_Rear_Ridges,Ankara: Polatlı,Ankara: Polatlı: Arka Sırtlar,"The chapter details the maneuvers and preparations during the Battle of Sakarya, specifically naming local landmarks such as Polatlı, Duatepe, Kartaltepe, Basri Village, and Karadağ, all of which are located in the Polatlı district of Ankara. The 'Arka Sırtlar' (rear ridges) refer to the ridge lines near their military encampment where İhsan trains his newly recruited troops.",Arka sırtların sarı hattı bâlâları üzerinde ayırdığı küçük acemi kıtaların talimiyle kendi uğraşıyor.,"The term 'Arka Sırtlar' is a descriptive topographic name rather than an official district or neighborhood name, but its geographical location within Polatlı, Ankara is clearly established by the surrounding context of the Sakarya battlefront.",39.58567,32.1417303
Ch12_Regiment_Camp,Ankara: Polatlı,Ankara: Polatlı: Alay Karargâhı,"The scene takes place during the Battle of Sakarya, which is historically set in Polatlı. The chapter explicitly references local landmarks such as Polatlı, Kartaltepe, Duatepe, and Karadağ. The regiment camp (Alay Karargâhı) is situated on the ridges overlooking these areas.","Önümüzdeki hattın sonu Polatlı'nın önündeki küçük menfeze varıyor. Sağı Kartaltepe sırtları, solu Polatlı tepeleri.","The broader region of Polatlı, Ankara is certain due to the explicit geographical markers. However, the exact coordinates or named hill of the regiment's camp is referred to generally as 'şu sırtlarda' (those ridges).",39.58567,32.1417303
Ch12_Ridge_Lines,Ankara: Polatlı,Ankara: Polatlı: Hattı Bala (Sırtlar),"The text explicitly mentions landmarks and locations surrounding the scene such as Polatlı, Kartaltepe, and Karadağ, which are located in the Polatlı district of Ankara during the Sakarya Campaign.","Önümüzdeki hattın sonu Polatlı'nın önündeki küçük menfeze varıyor. Sağı Kartaltepe sırtları, solu Polatlı tepeleri.",,39.58567,32.1417303
Ch12_Slope_to_Valley,Ankara: Polatlı,Ankara: Polatlı: Vadiye İnen Meyil,"The scene describes Peyami walking down a slope towards the mobile military hospital (seyyar hastane) in a valley during the Battle of Sakarya. The broader region is established by multiple geographic references in the chapter, including Polatlı, Karadağ (a strategic hill in Polatlı), and Basri Köyü (Basri Village), which are all located within the Polatlı district of Ankara.","Seyyarın olduğu vadiye inen meyli aşarken etrafta dalgalanan başaklara, Ayşe'ye söyleyeceklerimi anlatıyorum.","The specific slope and valley are local physical geographical features of the battlefield near Karadağ and Polatlı, rather than named settlements, but their location within the Polatlı district of Ankara is highly certain due to the historical context of the Sakarya Battle.",39.58567,32.1417303
Ch12_Valley_After_Ridge,Ankara: Polatlı,Ankara: Polatlı: Sırtın Ardındaki Vadi,"The text explicitly places the scene in the valley leading to Polatlı, situated between Kartaltepe and the Polatlı hills, beneath Karadağ, which are all prominent battlegrounds in the Polatlı district of Ankara during the Battle of Sakarya.","Hattı aşınca dağlarla çevrilmiş bir vadiye girdik. Ortasında bir yol ve yol üstünde bir toz bulutu içinde siyah insan hatları geçiyor... Önümüzdeki hattın sonu Polatlı'nın önündeki küçük menfeze varıyor. Sağı Kartaltepe sırtları, solu Polatlı tepeleri.","None. The geographical references to Polatlı, Kartaltepe, and Karadağ are historically and geographically precise.",39.58567,32.1417303
Ch1_Beyoglu_Tepebasi,İstanbul: Beyoğlu,İstanbul: Beyoğlu: Tepebaşı,"The text explicitly names 'Tünel', 'Löbon' (the famous café), 'Beyoğlu', and 'Tepebaşı', all of which are prominent historical streets, establishments, and neighborhoods located in the Beyoğlu district of İstanbul.",Hakikat o akşam Beyoğlu'nda yemek yedik ve Tepebaşı'da barda eğlendik ve gece sarhoşa yakın bir hâle döndük.,"None. The geographical references to Beyoğlu, Tepebaşı, and Tünel in Istanbul are explicit and unambiguous.",41.0284233,28.9736808
Ch1_Darulfunun_Turk_Ocagi,İstanbul: Fatih,İstanbul: Fatih: Darülfünun / Türk Ocağı,"The text divides the political/cultural propaganda activities between Şişli (on the Beyoğlu side) and 'Köprü'nün öbür tarafı' (the other side of the Galata Bridge), which refers to the historical peninsula (historically called the 'İstanbul' side). It notes that Darülfünun and the Türk Ocağı are located on this other side, which geographically corresponds to the Fatih district (specifically the Beyazıt/Vezneciler area).","Köprü'nün öbür tarafında da bir hanım faaliyeti vardır, orada daha genç, daha yeni bir kadın unsuru, Darülfünunlular, genç muallimler, genç şairler çalışır. [...] Darülfünun salonunda, Türk Ocağı'nda fesli, çarşaflı daimî bir faaliyet vardır.","The text does not explicitly name the district as 'Fatih' or 'Beyazıt', but refers to it contextually as 'Köprü'nün öbür tarafı' (the other side of the Bridge) and 'İstanbul tarafı', which historically refers to the old city peninsula of Istanbul where Darülfünun (Istanbul University) and the Turkish Hearths (Türk Ocağı) were based.",41.0131,28.962
Ch1_Foreign_Embassies,İstanbul: Beyoğlu,İstanbul: Beyoğlu: Yabancı Sefaretler,"The scene describes nationalist and rival factions of women delivering petitions to foreign embassies ('sefaretler'). Historically, these foreign embassies in Istanbul were located in the Beyoğlu (Pera) district. The text also mentions Beyoğlu, Tünel, and 'Frenkler' (foreigners/Europeans) in the surrounding context, which aligns with this geographic location.","Öteki İstanbul genç kadınlığına gelince, onlar sefaretlere muhtıra götürmenin haricinde Frenklerle pek temas etmezler. Bu, daha ziyâde kendi kendisini ikna ile meşgul, fakat daha genç ve canlı bir âlemdir.","The chapter refers to the embassies ('sefaretler') and their interactions with 'Frenkler' but does not explicitly name 'Beyoğlu' as the district in the exact sentence where the embassies are mentioned. However, the district is historically accurate for late Ottoman embassies and Beyoğlu is mentioned elsewhere in the chapter.",41.0284233,28.9736808
Ch1_Harbiye_Nezareti,İstanbul: Fatih,İstanbul: Fatih: Beyazıt: Harbiye Nezareti,"The characters walk towards Beyazıt and meet in front of the Harbiye Nezareti (the Ottoman Ministry of War), which is historically located in the Beyazıt square within the Fatih district of İstanbul. They also mention descending towards Mercan, which is a neighboring quarter in Fatih.","Harbiyye Nezâreti'nin önüne gelince daha ileri gitmek istemedi. — Haydi Mercan'dan inelim Peyami, dedi. Yalnız Nezâret'ten çıkan ve bize doğru gelen genç ve şık bir zâbiti beklemek için durduk.","None. The geographical context of Beyazıt, Harbiye Nezareti, and Mercan clearly establishes the location in Fatih, İstanbul.",41.0131,28.962
Ch1_Meserret_Cafe,İstanbul: Fatih,İstanbul: Fatih: Sirkeci: Meserret Kıraathanesi,"The text describes Peyami and Cemal meeting daily at the coffeehouse located under the Meserret Hotel ('Meserret Oteli'nin altındaki kırâathâneye'). Historically, the famous Meserret Kıraathanesi was located in the Sirkeci/Cağaloğlu neighborhood, near the Sublime Porte (Bâb-ı Âli / Hâriciyye), which falls under the Fatih district of İstanbul. The characters walk from the Foreign Ministry (Hâriciyye) to this coffeehouse and later walk towards Beyazıt and Mercan, which are all adjacent areas within Fatih.","Her gün o dörtten sonra Hâriciyye'nin kapısından beni alıyor. Meserret Oteli'nin altındaki kırâathâneye gidiyor, orada onun zâbit arkadaşlarıyla buluşuyorduk.","None. The historical location of the Meserret Kıraathanesi is well-documented in Sirkeci, and the surrounding landmarks mentioned (Hâriciyye, Bâb-ı Âli, Mercan, Beyazıd) strongly corroborate this location.",41.0144,28.9753
Ch1_Sirkeci_Salon,İstanbul: Fatih,İstanbul: Fatih: Sirkeci: Cemal's Favorite Salon,"The narrator notes that İhsan often joins them to sit in a salon in Sirkeci (a neighborhood in the Fatih district of Istanbul) favored by Cemal, where they drink rakı together.","Löbon'u tercih etmekle beraber o da ekseri bizimle geliyor, Cemal'in sevdiği bir Sirkeci salonunda oturuyor, rakı içiyoruz.",None. The text clearly identifies 'Sirkeci' as the location of the salon where they gather.,41.0144,28.9753
Ch2_Galata_Bridge,İstanbul: Eminönü,İstanbul: Eminönü: Galata Köprüsü,"The scene takes place at the entrance of 'Köprü' (Galata Bridge) after the characters pick up Ayşe from the ferry dock. The text mentions they later cross the bridge to reach Şişli, suggesting they were at the Eminönü side of the Galata Bridge.","Köprü'nün başında arkamdan bir el, kalabalığın arasına nasıl çekilmiş olduğuna hayret ettiğim bir araba önünde beni durdurdu. İhsan arabacının kapısını açtığı bir kupayı gösterdi.",The text only says 'Köprü'nün başında' (at the head of the bridge). It is inferred to be the Eminönü side of the Galata Bridge because they cross it to head toward Beyoğlu and Şişli.,41.0182861,28.9700158
Ch2_The_Quay,İstanbul: Karaköy,İstanbul: Karaköy: Rıhtım,"The characters meet Ayşe arriving by ferry from Izmir at the quay ('Rıhtım'). The text mentions 'Köprü'nün başı' (the head of the Galata Bridge) immediately after they leave the quay and then mentions crossing the bridge to go to Beyoğlu and Şişli. Historically, passenger ferries arriving in Istanbul docked at the Karaköy (Galata) Quay, right near the Galata Bridge.","Perşembe sabahı Cemal ile beraber Ayşe'yi vapurdan almaya gittik. Rıhtım kıyamet gibi kalabalık... Köprü'nün başında arkamdan bir el, kalabalığın arasına nasıl çekilmiş olduğuna hayret ettiğim bir araba önünde beni durdurdu.","The text refers to the location as 'Rıhtım' (the Quay) and mentions the 'Köprü' (Galata Bridge) without explicitly naming the district of 'Karaköy' or 'Galata', but the geographic and historical context of Istanbul makes this location definitive.",41.0228645,28.9740393
Ch3_Galata_Bridge,İstanbul: Fatih,İstanbul: Fatih: Galata Köprüsü,"The scene describes the characters boarding a tram after eating at a restaurant in Sirkeci and crossing the bridge ('Köprü') over the Golden Horn ('Haliç') towards Tepebaşı and Pangaltı. This bridge is the historic Galata Bridge, which connects Eminönü (Fatih) to Karaköy (Beyoğlu) in İstanbul.",Tramvay çan çan öterek Köprü'nün ışık hatları arasından kayarken İhsan son defa Haliç'in karanlık suları üstünde çalkalanan yelken kayıklarının yaprakları dökülmüş çıplak ağaçlara benzeyen direklerine bakıyordu.,None. The reference to 'Köprü' (Bridge) spanning 'Haliç' (Golden Horn) between Sirkeci and Tepebaşı explicitly locates the scene on the Galata Bridge in İstanbul.,41.02,28.9734
Ch3_Harbiye_Nezareti,İstanbul: Fatih,İstanbul: Fatih: Beyazıt: Harbiye Nezareti,"The text states that the characters are walking towards Beyazıd and looking at the Harbiye Nezareti (Ministry of War), which is historically located in the Beyazıt neighborhood of the Fatih district in İstanbul.",Haşmet Bey'in yüzü Beyazid'e gelirken çok endişeli göründü. İkimizin de elini sıkarken Harbiyye Nezâreti'ne gözleri dalmıştı:,,41.0131,28.962
Ch3_Istanbul_Restaurant,İstanbul: Sirkeci,İstanbul: Sirkeci: İstanbul Lokantası,"The characters Peyami and İhsan decide to dine at 'İstanbul Lokantası', and the text explicitly mentions that they look out of its windows at the crowded streets of Sirkeci, placing the restaurant in this neighborhood of İstanbul.",İstanbul Lokantası'nın camlarından Sirkeci'nin karışık kalabalığını görüyorduk.,None. The text explicitly links the restaurant's location to Sirkeci.,41.0150174,28.977962
Ch3_Merchant_House_Moda,İstanbul: Kadıköy,İstanbul: Kadıköy: Moda'da Bir Tüccarın Evi,"Ayşe recounts a Turkish lesson she gave at a merchant's house in Moda, which is a well-known neighborhood in the Kadıköy district of İstanbul.","Moda'da tüccarların evinde, dedi. Salime Hanım bir İngiliz römorkörüyle gelmez mi?",None. Moda is explicitly mentioned in the text and is located in the Kadıköy district of İstanbul.,40.9912955,29.0245631
Ch3_Sirkeci_Tramway,İstanbul: Fatih,İstanbul: Fatih: Sirkeci: İstanbul Lokantası,The scene describes Peyami and İhsan boarding a tram (after walking towards Beyazıd) and going to 'İstanbul Lokantası' where they look out the windows at the bustling crowd of Sirkeci.,İhsan'la biz beraber tramvaya bindik. ... İstanbul Lokantası'nın camlarından Sirkeci'nin karışık kalabalığını görüyorduk.,"None. The geographical locations of Beyazıd (Beyazıt), Sirkeci, and the tramway connecting them are explicitly mentioned and represent historically accurate locations in the Fatih district of Istanbul.",41.0144,28.9753
Ch4_Adapazari_Road,Kocaeli: Kandıra,Kocaeli: Kandıra: Adapazarı Road,"The characters travel disguised as peasants along the road to Adapazarı and explicitly stop in Kandıra, where they look back at the İzmit Bay and the sea.","Kandıra'da üçümüz de öküzlerin yanında durduk, denize son defa baktık. İzmit Koyu iki tarafın yumuşak, zeytunî yeşillikleri ortasında mavi ve mesut kıvrılıp beyaz İstanbul'a gidiyordu.","The characters are on a continuous journey along the road to Adapazarı (which is in Sakarya province), passing through Samandıra (Istanbul) and Kandıra (Kocaeli). Thus, the journey spans multiple provinces, though Kandıra is the most specific named location where they halt.",41.0703914,30.1523298
Ch4_Ayses_House_Gedikpasa,İstanbul: Fatih,İstanbul: Fatih: Gedikpaşa: Ayşe'nin Evi,"In her letters, Ayşe explicitly dates her entry as '18 Mart Gedikpaşa' and narrates how the British soldiers accompanied by an Armenian translator raided her house in Gedikpaşa, a well-known historic neighborhood in the Fatih district of Istanbul, and ordered her to leave.","Nihayet bizim eve de geldiler. Çarşaflandım, kapıyı açtım. Bir Ermeni tercüman, bir küme İngiliz askerine tercümanlık ediyor. Ağzı kulaklarına kadar açık, öyle muzaffer sırıtıyor ki... İngiliz askeri evinizi istiyor, hemen çıkmalısınız, dedi.",None. Gedikpaşa is a clearly identified historic neighborhood in the Fatih district of Istanbul.,41.0064,28.9644
Ch4_Kandira,Kocaeli: Kandıra,Kocaeli: Kandıra: Coastline,The characters explicitly stop by the sea in Kandıra to take a final look at the Gulf of Izmit and reflect on their departure from Istanbul. Kandıra is historically and geographically a district of Kocaeli province.,"Kandıra'da üçümüz de öküzlerin yanında durduk, denize son defa baktık. İzmit Koyu iki tarafın yumuşak, zeytunî yeşillikleri ortasında mavi ve mesut kıvrılıp beyaz İstanbul'a gidiyordu.",None. The text explicitly mentions Kandıra and the Gulf of Izmit (İzmit Koyu).,41.0703914,30.1523298
Ch5_Kandira,Kocaeli: Kandıra,Kocaeli: Kandıra: A Village in Kandıra,"The text explicitly states that the characters meet Ahmed Rıfkı and his men (from İhsan's retinue in Geyve) in one of the villages of Kandıra, which is a district of Kocaeli province.","Nihayet Adapazarı'na bir konak kalmıştı. Kandıra köylerinin birinde asıl bizimkiler, Anadolu hayatımızın arkadaşları göründü.",The text identifies the location as one of the villages of Kandıra ('Kandıra köylerinin birinde') but does not specify the exact name of the village.,41.0703914,30.1523298
Ch6_Circassian_Village,Kocaeli: Kandıra,Kocaeli: Kandıra: İkizce (Çerkes Köyü),"The text explicitly states that the characters stayed at Mürsel Ağa's house in a village in Kandıra, beyond the Sakarya River. They are then directed towards Kaymaz and İkizce, which is described as a Circassian village ('bu küçük Çerkes köyünde'). Historically and geographically, Kandıra is a district of Kocaeli, and Kaymaz and İkizce are localities within this region.",En son Sakarya'nın ötesinde bir Kandıra köyünde kaldık. Köyün âyanından Mürsel Ağa'nın evinde misafir olmuştuk.,"The text explicitly names the district 'Kandıra' and villages 'Kaymaz' and 'İkizce', but it does not explicitly mention the province 'Kocaeli', which is inferred through geographical and historical knowledge.",41.0703914,30.1523298
Ch6_Geyve,Sakarya: Geyve,Sakarya: Geyve,The text explicitly names Geyve as the place where Peyami remains after Ayşe's departure to undergo rigorous military and combat training under İhsan and Mehmet Çavuş.,Şimdi ben de Geyve'de Ayşe'nin gözlerinden uzak tehlike mümaresesi yapacağım.,None. Geyve is explicitly named and its geographic context near the Sakarya River is confirmed throughout the chapter.,40.5090547,30.2902514
